,SCC,last_edited_date,activity_value_required?,code_description,data_category,date_created,ert_valid,history,last_inventory_year,last_updated_date,map_to,option_group,option_set,scc_level_one,scc_level_two,scc_level_three,scc_level_four,sector,short_name,status,tier_1_code,tier_1_description,tier_2_code,tier_2_description,tier_3_code,tier_3_description,usage_notes,Unnamed:_27,scc_unit_type,scc_fuel_type
17,40200870,"Oct 29, 2020 10:27:35 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Coating Oven - General,Color Coat Oven,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps CoatingOvenGeneral ColorCoatOven,Active,8.0,Solvent Utilization,4.0,Surface Coating,24.0,General,,,Color Coat Oven,
18,40200871,"Oct 29, 2020 10:27:35 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Coating Oven - General,Topcoat/Texture Coat Oven,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps CoatingOvenGeneral SeeSCCLev4,Active,8.0,Solvent Utilization,4.0,Surface Coating,24.0,General,,,Topcoat/Texture Coat Oven,
19,40200872,"Oct 29, 2020 10:27:35 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Coating Oven - General,EMI/RFI Shielding Coat Oven,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps CoatingOvenGeneral SeeSCCLev4,Active,8.0,Solvent Utilization,4.0,Surface Coating,24.0,General,,,EMI/RFI Shielding Coat Oven,
20,40201001,"Oct 29, 2020 10:27:36 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Coating Oven Heater,Natural Gas,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOvenHeat CoatingOvenHeater NatGas,Active,2.0,Fuel Comb. Industrial,3.0,Gas,1.0,Natural,,,Coating Oven Heater,Natural Gas
21,40201002,"Oct 29, 2020 10:27:36 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Coating Oven Heater,Distillate Oil,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOvenHeat CoatingOvenHeater SeeSCCLev4,Active,2.0,Fuel Comb. Industrial,2.0,Oil,2.0,Distillate,,,Coating Oven Heater,Distillate Oil
22,40201003,"Oct 29, 2020 10:27:36 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Coating Oven Heater,Residual Oil,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOvenHeat CoatingOvenHeater ResidOil,Active,2.0,Fuel Comb. Industrial,2.0,Oil,1.0,Residual,,,Coating Oven Heater,Residual Oil
23,40201004,"Oct 29, 2020 10:27:36 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Coating Oven Heater,Liquified Petroleum Gas (LPG),Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOvenHeat CoatingOvenHeater SeeSCCLev4,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,Coating Oven Heater,Liquified Petroleum Gas (LPG)
24,40201121,"Oct 29, 2020 10:27:36 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Fabric Coating/Printing,Fabric Print:Dryer: Steam Coil (Also See New Codes Under 4-02-040-XX),Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FabricCoatg/Printing SeeSCCLev4,Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Fabric Print:Dryer: Steam Coil (Also See New Codes Under 4-02-040-XX),
25,40201122,"Oct 29, 2020 10:27:36 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Fabric Coating/Printing,Fabric Print:Dryer: Fuel-fired (Also See New Codes Under 4-02-040- XX),Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FabricCoatg/Printing SeeSCCLev4,Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Fabric Print:Dryer: Fuel-fired (Also See New Codes Under 4-02-040- XX),
26,40204004,"Oct 29, 2020 10:27:38 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Fabric Printing,Roller: Steam Cans/Drying,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FabricPrintg SeeSCCLev4,Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Roller: Steam Cans/Drying,
27,40204013,"Nov 6, 2020 3:28:45 PM",No,,Point,,Yes,Retired in favor of simpler breakdown into dryer and non-dryer related printing processes.,2019.0,11/6/2020,40500803,,,Chemical Evaporation,Surface Coating Operations,Fabric Printing,Rotary Screen: Drying/Curing,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FabricPrintg SeeSCCLev4,Retired,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Rotary Screen: Drying/Curing,
28,40204023,"Nov 6, 2020 3:28:45 PM",No,,Point,,Yes,Retired in favor of simpler breakdown into dryer and non-dryer related printing processes.,2019.0,11/6/2020,40500803,,,Chemical Evaporation,Surface Coating Operations,Fabric Printing,Flat Screen: Drying/Curing,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FabricPrintg SeeSCCLev4,Retired,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Flat Screen: Drying/Curing,
29,40204140,"Oct 29, 2020 10:27:38 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,"Fabric Coating, Knife Coating",Drying/Curing,Solvent - Industrial Surface Coating & Solvent Use,"Evap SurfCoatOps FabricCoatg,Knife Dryng/Curing",Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Drying/Curing,
30,40204240,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,"Fabric Coating, Roller Coating",Drying/Curing,Solvent - Industrial Surface Coating & Solvent Use,"Evap SurfCoatOps FabricCoatg,Roller Dryng/Curing",Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Drying/Curing,
31,40204340,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,"Fabric Coating, Dip Coating",Drying/Curing,Solvent - Industrial Surface Coating & Solvent Use,"Evap SurfCoatOps FabricCoatg,Dip Dryng/Curing",Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Drying/Curing,
32,40204440,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,"Fabric Coating, Transfer Coating",Drying/Curing,Solvent - Industrial Surface Coating & Solvent Use,"Evap SurfCoatOps FabricCoatg,Transfer Dryng/Curing",Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Drying/Curing,
33,40204441,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,"Fabric Coating, Transfer Coating",Drying/Curing: First Predrier,Solvent - Industrial Surface Coating & Solvent Use,"Evap SurfCoatOps FabricCoatg,Transfer SeeSCCLev4",Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Drying/Curing: First Predrier,
34,40204442,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,"Fabric Coating, Transfer Coating",Drying/Curing: Second Predrier,Solvent - Industrial Surface Coating & Solvent Use,"Evap SurfCoatOps FabricCoatg,Transfer SeeSCCLev4",Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Drying/Curing: Second Predrier,
35,40204443,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,"Fabric Coating, Transfer Coating",Drying/Curing: Main Drying Tunnel,Solvent - Industrial Surface Coating & Solvent Use,"Evap SurfCoatOps FabricCoatg,Transfer SeeSCCLev4",Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Drying/Curing: Main Drying Tunnel,
36,40204750,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,"Fabric Coating, Coagulation Coating",Drying,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FabricCoatgCoagulatn Dryng,Active,8.0,Solvent Utilization,4.0,Surface Coating,2.0,Fabrics,,,Drying,
37,40290011,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Fuel Fired Equipment,Distillate Oil: Incinerator/Afterburner,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FuelFiredEquip SeeSCCLev4,Active,2.0,Fuel Comb. Industrial,2.0,Oil,2.0,Distillate,,,Incinerator/Afterburner,Distillate Oil
38,40290012,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Fuel Fired Equipment,Residual Oil: Incinerator/Afterburner,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FuelFiredEquip SeeSCCLev4,Active,2.0,Fuel Comb. Industrial,2.0,Oil,1.0,Residual,,,Incinerator/Afterburner,Residual Oil
39,40290013,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Fuel Fired Equipment,Natural Gas: Incinerator/Afterburner,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FuelFiredEquip SeeSCCLev4,Active,2.0,Fuel Comb. Industrial,3.0,Gas,1.0,Natural,,,Incinerator/Afterburner,Natural Gas
40,40290023,"Oct 29, 2020 10:27:39 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Surface Coating Operations,Fuel Fired Equipment,Natural Gas: Flares,Solvent - Industrial Surface Coating & Solvent Use,Evap SurfCoatOps FuelFiredEquip NatGasFlares,Active,2.0,Fuel Comb. Industrial,3.0,Gas,1.0,Natural,,,Flares,Natural Gas
41,40500101,"Nov 27, 2019 10:45:15 AM",No,,Point,,No,Retired in favor of detailed dryer processes printing by printing type.,2016.0,3/4/2016,40500204; 40500308; 40500402; 40500515; 40500803; 40500805,,,Chemical Evaporation,Printing/Publishing,Drying,Dryer,Solvent - Graphic Arts,,Retired,8.0,Solvent Utilization,2.0,Graphic Arts,99.0,Other,,,Dryer,
42,40500204,"Jul 31, 2021 10:17:11 AM",No,Only Drying Process during letterpress printing,Point,10/26/2017,Yes,Added in favor of breakdown into dryer and non-dryer related printing processes.,,10/29/2020,,,,Chemical Evaporation,Printing/Publishing,Letterpress,Dryer,Solvent - Graphic Arts,Evap Print/Publish Letterpress Dryr,Active,8.0,Solvent Utilization,2.0,Graphic Arts,1.0,Letterpress,,,Dryer,
43,40500308,"Jul 31, 2021 10:17:11 AM",No,Scrap and paper trim collection,Point,10/26/2017,Yes,Added in favor of breakdown into dryer and non-dryer related printing processes.,,10/29/2020,,,,Chemical Evaporation,Printing/Publishing,Flexographic,Dryer,Solvent - Graphic Arts,Evap Print/Publish Flexographic Dryr,Active,8.0,Solvent Utilization,2.0,Graphic Arts,2.0,Flexographic,,,Dryer,
44,40500402,"Jul 31, 2021 10:17:11 AM",No,Only drying process during lithographic printing.,Point,10/26/2017,Yes,Added in favor of breakdown into dryer and non-dryer related printing processes.,,10/29/2020,,,,Chemical Evaporation,Printing/Publishing,Lithographic,Dryer,Solvent - Graphic Arts,Evap Print/Publish Lithographic Dryr,Active,8.0,Solvent Utilization,2.0,Graphic Arts,3.0,Lithographic,,,Dryer,
45,40500515,"Jul 31, 2021 10:17:11 AM",No,Only drying process during rotogravure printing.,Point,10/26/2017,Yes,Added in favor of breakdown into dryer and non-dryer related printing processes.,,10/29/2020,,,,Chemical Evaporation,Printing/Publishing,Rotogravure,Dryer,Solvent - Graphic Arts,Evap Print/Publish Rotogravure Dryr,Active,8.0,Solvent Utilization,2.0,Graphic Arts,4.0,Gravure,,,Dryer,
46,40500803,"Jul 31, 2021 10:17:11 AM",No,Only Drying Process during screen printing,Point,10/26/2017,Yes,Added in favor of breakdown into dryer and non-dryer related printing processes.,,10/29/2020,,,,Chemical Evaporation,Printing/Publishing,Screen Printing,Dryer,Solvent - Graphic Arts,Evap Print/Publish ScreenPrinting Dryr,Active,8.0,Solvent Utilization,2.0,Graphic Arts,99.0,Other,,,Dryer,
47,40500805,"Jul 31, 2021 10:17:11 AM",No,Only Drying Process during digital printing,Point,10/26/2017,Yes,Retired and mapped to in order to improve SCC hierarchical code structure.,2019.0,11/6/2020,40500905,,,Chemical Evaporation,Printing/Publishing,Digital Printing,Dryer,Solvent - Graphic Arts,Evap Print/Publish DigitalPrinting Dryr,Retired,8.0,Solvent Utilization,2.0,Graphic Arts,99.0,Other,,,Dryer,
48,40500905,"Jul 31, 2021 10:17:11 AM",No,,Point,11/3/2020,Yes,Created in favor of different technology categories.,,11/17/2020,,,,Chemical Evaporation,Printing/Publishing,Digital Printing,Dryer,Solvent - Graphic Arts,EvapPrint/Publish DigitalPrinting Dryr,Active,8.0,Solvent Utilization,2.0,Graphic Arts,99.0,Other,,,Dryer,
49,41000130,"Oct 29, 2020 10:27:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Dry Cleaning,Petroleum Solvent - Industrial,Dryer,Solvent - Dry Cleaning,Evap DryClean PetrolSolvIndustrial Dryr,Active,8.0,Solvent Utilization,3.0,Dry Cleaning,2.0,Petroleum Solvent,,,Dryer,
50,41000230,"Oct 29, 2020 10:27:49 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Dry Cleaning,Petroleum Solvent - Commercial,Dryer,Solvent - Dry Cleaning,Evap DryClean PetrolSolvCommrcl Dryr,Active,8.0,Solvent Utilization,3.0,Dry Cleaning,2.0,Petroleum Solvent,,,Dryer,
51,49090011,"Oct 29, 2020 10:27:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Organic Solvent Evaporation,Fuel Fired Equipment,Incinerator: Distillate Oil (No. 2),Solvent - Industrial Surface Coating & Solvent Use,Evap OrgSolvEvap FuelFiredEquip IncinDistOilNo.2,Active,2.0,Fuel Comb. Industrial,2.0,Oil,2.0,Distillate,,,Incinerator,Distillate Oil (No. 2)
52,49090012,"Oct 29, 2020 10:27:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Organic Solvent Evaporation,Fuel Fired Equipment,Incinerator: Residual Oil,Solvent - Industrial Surface Coating & Solvent Use,Evap OrgSolvEvap FuelFiredEquip IncinResidOil,Active,2.0,Fuel Comb. Industrial,2.0,Oil,1.0,Residual,,,Incinerator,Residual Oil
53,49090013,"Oct 29, 2020 10:27:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Organic Solvent Evaporation,Fuel Fired Equipment,Incinerator: Natural Gas,Solvent - Industrial Surface Coating & Solvent Use,Evap OrgSolvEvap FuelFiredEquip IncinNatGas,Active,2.0,Fuel Comb. Industrial,3.0,Gas,1.0,Natural,,,Incinerator,Natural Gas
54,49090015,"Oct 29, 2020 10:27:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Organic Solvent Evaporation,Fuel Fired Equipment,Other Incinerators: Recovered Solvents,Solvent - Industrial Surface Coating & Solvent Use,Evap OrgSolvEvap FuelFiredEquip SeeSCCLev4,Active,10.0,Waste Disposal & Recycling,1.0,Incineration,3.0,Industrial,,,Other Incinerators,Recovered Solvents
55,49090021,"Oct 29, 2020 10:27:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Organic Solvent Evaporation,Fuel Fired Equipment,Flare: Distillate Oil (No. 2),Solvent - Industrial Surface Coating & Solvent Use,Evap OrgSolvEvap FuelFiredEquip FlareDistOilNo.2,Active,2.0,Fuel Comb. Industrial,2.0,Oil,2.0,Distillate,,,Flare,Distillate Oil (No. 2)
56,49090022,"Oct 29, 2020 10:27:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Organic Solvent Evaporation,Fuel Fired Equipment,Flare: Residual Oil,Solvent - Industrial Surface Coating & Solvent Use,Evap OrgSolvEvap FuelFiredEquip FlareResidOil,Active,2.0,Fuel Comb. Industrial,2.0,Oil,1.0,Residual,,,Flare,Residual Oil
57,49090023,"Oct 29, 2020 10:27:50 PM",No,,Point,,Yes,,,10/29/2020,,,,Chemical Evaporation,Organic Solvent Evaporation,Fuel Fired Equipment,Flare: Natural Gas,Solvent - Industrial Surface Coating & Solvent Use,Evap OrgSolvEvap FuelFiredEquip FlareNatGas,Active,2.0,Fuel Comb. Industrial,3.0,Gas,1.0,Natural,,,Flare,Natural Gas
58,10100101,"Nov 13, 2020 3:43:48 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Electric Generation: Boilers,Anthracite Coal,"Anthracite Coal, Pulverized: Boiler",Fuel Comb - Electric Generation - Coal,ExComb EGU PulvAnthCoal Boiler,Active,1.0,Fuel Comb. Elec. Util.,1.0,Coal,3.0,Anthracite & Lignite,,,Boiler,Anthracite Coal
59,10100102,"Nov 13, 2020 3:43:49 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Electric Generation: Boilers,Anthracite Coal,"Boiler, Traveling Grate (Overfeed) Stoker",Fuel Comb - Electric Generation - Coal,ExComb EGU AnthCoal SeeSCCLev4,Active,1.0,Fuel Comb. Elec. Util.,1.0,Coal,3.0,Anthracite & Lignite,,,"Boiler, Traveling Grate (Overfeed) Stoker",Anthracite Coal
60,10100201,"Nov 13, 2020 3:43:49 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Electric Generation: Boilers,Bituminous/Subbituminous Coal,"Bituminous Coal, Pulverized: Boiler, Wet Bottom",Fuel Comb - Electric Generation - Coal,ExComb EGU PulvBitCoal BoilerWetBottom,Active,1.0,Fuel Comb. Elec. Util.,1.0,Coal,1.0,Bituminous,,,"Boiler, Wet Bottom",Bituminous/Subbituminous Coal
61,10100202,"Nov 13, 2020 3:43:49 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Electric Generation: Boilers,Bituminous/Subbituminous Coal,"Bituminous Coal, Pulverized: Boiler, Dry Bottom",Fuel Comb - Electric Generation - Coal,ExComb EGU PulvBitCoal BoilerDryBottom,Active,1.0,Fuel Comb. Elec. Util.,1.0,Coal,1.0,Bituminous,,,"Boiler, Dry Bottom",Bituminous/Subbituminous Coal
62,10100203,"Nov 13, 2020 3:43:49 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Electric Generation: Boilers,Bituminous/Subbituminous Coal,"Bituminous Coal: Boiler, Cyclone Furnace",Fuel Comb - Electric Generation - Coal,ExComb EGU BitCoal BoilerCycloneFurn,Active,1.0,Fuel Comb. Elec. Util.,1.0,Coal,1.0,Bituminous,,,"Boiler, Cyclone Furnace",Bituminous/Subbituminous Coal
63,10100204,"Nov 13, 2020 3:43:49 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Electric Generation: Boilers,Bituminous/Subbituminous Coal,"Bituminous Coal: Boiler, Spreader Stoker",Fuel Comb - Electric Generation - Coal,ExComb EGU BitCoal BoilerSpreaderStoker,Active,1.0,Fuel Comb. Elec. Util.,1.0,Coal,1.0,Bituminous,,,"Boiler, Spreader Stoker",Bituminous/Subbituminous Coal
64,10100205,"Nov 13, 2020 3:43:49 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Electric Generation: Boilers,Bituminous/Subbituminous Coal,"Bituminous Coal: Boiler, Traveling Grate (Overfeed) Stoker",Fuel Comb - Electric Generation - Coal,ExComb EGU BitCoal SeeSCCLev4,Active,1.0,Fuel Comb. Elec. Util.,1.0,Coal,1.0,Bituminous,,,"Boiler, Traveling Grate (Overfeed) Stoker",Bituminous/Subbituminous Coal
